Fan,Refrigerator,AirConditioner,Television,Monitor,MotorPump,Temperature,Humidity,MonthlyHours,TariffRate,ElectricityBill,Predicted_ElectricityBill
5,21,2,6,1,0,24.68,65.7,412,8.3,3419.6,25272910.0
13,22,2,7,1,0,24.52,67.0,424,8.8,3731.2,27521180.0
11,22,2,7,12,0,24.37,68.07,571,7.9,4510.9,33468762.0
9,19,3,8,1,0,24.24,68.73,431,7.8,3361.8,24894678.0
15,22,0,10,1,0,24.12,69.43,437,7.9,3452.3,25300640.0
10,23,2,17,1,0,23.99,70.1,692,7.8,5397.6,35841900.0
19,23,1,9,12,0,23.96,70.1,537,9.3,4994.1,35841900.0
10,18,1,7,1,0,24.04,69.23,353,7.8,2753.4,20300054.0
15,22,2,6,1,0,24.0,68.9,424,8.1,3434.4,25284826.0
23,23,2,9,1,0,24.11,67.87,573,9.3,5328.9,35841900.0
21,23,1,21,1,0,24.11,67.37,517,9.3,4808.1,35799336.0
22,23,1,14,1,0,23.95,68.5,701,7.6,5327.6,35841900.0
5,21,0,20,1,0,23.82,68.63,594,8.7,5167.8,35841900.0
7,22,1,16,1,0,23.89,67.57,447,8.4,3754.8,27557178.0
6,18,2,4,1,0,23.87,67.5,372,8.5,3162.0,23491312.0
14,23,2,19,1,0,23.84,67.6,540,7.4,3996.0,29415238.0
10,22,0,3,1,0,23.76,68.33,419,7.9,3310.1,24340678.0
9,23,3,10,1,0,23.55,69.77,473,8.1,3831.3,28181676.0
8,19,1,17,1,0,23.43,70.3,573,8.1,4641.3,34415852.0
23,23,0,12,12,0,23.36,70.6,608,8.9,5411.2,35841900.0
6,22,3,19,7,0,23.32,70.8,640,8.5,5440.0,35841900.0
11,23,3,6,1,0,23.24,71.0,485,9.3,4510.5,33554242.0
14,22,0,5,1,0,23.17,71.7,512,7.9,4044.8,29714506.0
22,23,2,10,1,0,23.12,72.0,625,7.6,4750.0,35403996.0
16,22,1,4,12,0,23.09,72.1,415,8.4,3486.0,25949250.0
16,22,3,7,1,0,23.02,72.6,581,7.8,4531.8,33493726.0
10,18,2,21,1,0,23.0,72.9,395,7.4,2923.0,21641666.0
23,23,0,3,1,0,22.96,73.1,472,8.4,3964.8,29081732.0
9,23,2,3,1,0,22.92,73.7,463,8.4,3889.2,28625270.0
19,23,0,5,1,0,22.84,74.2,405,7.7,3118.5,22886426.0
21,23,2,13,1,0,22.77,74.7,713,9.2,6559.6,35841900.0
9,18,1,10,1,0,22.72,74.6,389,9.3,3617.7,26915646.0
9,19,2,22,1,0,22.76,74.6,436,7.6,3313.6,24452662.0
16,22,3,3,1,0,22.67,74.7,595,8.5,5057.5,35841900.0
12,23,0,21,1,0,22.58,75.1,619,7.4,4580.6,34124132.0
23,22,2,7,1,0,22.4,75.8,460,8.8,4048.0,29817248.0
5,20,2,9,1,0,22.38,75.9,395,8.9,3515.5,26118682.0
5,22,1,20,1,0,22.49,75.4,447,7.8,3486.6,25617132.0
7,23,3,19,1,0,22.59,75.0,691,8.9,6149.9,35841900.0
16,22,2,19,1,0,22.47,75.3,673,8.8,5922.4,35841900.0
5,23,3,21,1,0,22.39,75.6,496,8.8,4364.8,32079346.0
9,17,0,18,1,0,22.44,75.6,326,8.1,2640.6,19453554.0
15,22,0,3,12,0,22.44,75.3,576,8.8,5068.8,35841900.0
7,18,2,15,1,0,22.45,75.3,514,8.9,4574.6,33952684.0
18,23,3,9,1,0,22.36,75.2,608,8.5,5168.0,35841900.0
21,22,0,13,1,0,22.18,75.5,443,9.1,4031.3,29721906.0
20,23,3,15,1,0,22.16,75.7,527,8.4,4426.8,32525692.0
16,22,2,22,12,0,22.35,75.1,743,8.5,6315.5,35841900.0
6,23,3,14,1,0,22.53,74.2,428,7.4,3167.2,23415574.0
15,22,0,18,12,0,22.6,73.9,708,9.1,6442.8,35841900.0
10,17,0,15,1,0,22.63,73.4,275,8.1,2227.5,15816296.0
6,21,2,11,1,0,22.76,72.7,411,7.8,3205.8,23698068.0
18,22,3,8,1,0,22.93,72.4,453,9.2,4167.6,30936886.0
20,23,0,10,1,0,23.0,72.1,501,9.3,4659.3,34875940.0
22,22,3,15,1,0,23.21,72.0,683,8.1,5532.3,35841900.0
18,23,0,20,1,0,23.69,70.8,528,9.3,4910.4,35841900.0
7,18,0,15,1,0,24.19,68.33,396,9.1,3603.6,26695090.0
6,23,2,18,1,0,24.62,65.47,575,8.1,4657.5,34428770.0
6,18,0,21,1,0,24.96,63.06,566,9.1,5150.6,35841900.0
7,23,1,8,1,0,25.39,61.56,527,8.9,4690.3,34851536.0
18,23,1,15,1,0,25.59,60.36,645,8.8,5676.0,35841900.0
11,22,0,16,1,0,25.78,59.66,541,9.2,4977.2,35841900.0
5,21,0,18,1,0,26.13,58.23,498,8.9,4432.2,32820930.0
23,22,3,7,1,0,26.35,57.6,702,8.7,6107.4,35841900.0
7,17,0,15,7,0,26.83,57.13,375,9.1,3412.5,25456282.0
7,20,3,13,1,0,27.49,55.19,609,8.3,5054.7,35841900.0
7,19,2,20,1,0,27.81,54.49,454,7.6,3450.4,25459760.0
14,22,0,13,1,0,28.31,53.76,469,7.4,3470.6,25499190.0
7,19,2,18,7,0,28.56,52.33,501,7.7,3857.7,28565842.0
5,21,0,10,1,0,29.16,50.79,475,8.2,3895.0,28604314.0
17,22,2,21,1,0,29.37,49.9,533,8.9,4743.7,35249544.0
20,22,2,21,1,0,29.68,48.86,518,8.4,4351.2,31912908.0
17,22,0,12,1,0,30.13,48.33,344,7.9,2717.6,19972066.0
20,22,1,10,1,0,30.56,46.43,469,8.9,4174.1,30778692.0
6,17,1,20,1,0,30.82,45.03,325,8.5,2762.5,20584562.0
21,22,0,6,1,0,30.67,50.43,358,8.9,3186.2,23569990.0
23,23,3,9,1,0,29.38,52.93,458,7.8,3572.4,26236656.0
18,22,3,8,1,0,29.38,53.46,439,8.3,3643.7,26847128.0
17,22,2,11,1,0,29.44,53.13,614,7.6,4666.4,34735610.0
17,22,2,11,12,0,29.12,54.03,610,9.1,5551.0,35841900.0
22,22,1,19,1,0,29.19,53.79,723,7.7,5567.1,35841900.0
10,20,3,9,1,0,29.15,53.83,564,8.1,4568.4,33747816.0
23,22,1,5,12,0,29.2,53.23,468,9.2,4305.6,32131820.0
7,21,3,4,1,0,29.15,52.46,276,7.8,2152.8,15498690.0
12,23,0,14,1,0,29.21,53.17,467,8.2,3829.4,27999222.0
18,23,1,5,12,0,29.41,53.17,569,8.9,5064.1,35841900.0
7,17,3,7,1,0,29.34,52.36,395,8.9,3515.5,26182288.0
14,22,0,16,1,0,29.25,51.56,494,7.4,3655.6,26883366.0
22,23,1,10,1,0,29.46,51.63,429,8.3,3560.7,26094626.0
7,18,3,16,1,0,29.27,51.56,585,7.7,4504.5,33369698.0
16,22,2,16,12,0,29.3,50.89,651,8.8,5728.8,35841900.0
21,23,1,21,1,0,29.4,50.23,518,7.9,4092.2,29921796.0
15,22,1,9,1,0,29.47,48.86,378,9.2,3477.6,25782054.0
10,18,0,16,1,0,29.69,48.69,288,9.3,2678.4,20327930.0
18,22,1,7,12,0,29.63,47.72,617,7.8,4812.6,35813068.0
18,23,1,6,12,0,29.8,46.69,673,7.4,4980.2,35841900.0
5,20,0,12,1,0,29.94,46.62,381,8.2,3124.2,23030614.0
11,22,1,21,1,0,29.9,46.42,592,9.2,5446.4,35841900.0
6,17,1,13,1,0,29.83,45.99,314,9.1,2857.4,21513904.0
20,22,1,15,1,0,29.98,46.39,585,9.2,5382.0,35841900.0
7,20,1,5,1,0,30.09,46.19,343,9.1,3121.3,23278778.0
22,22,0,3,1,0,30.15,46.12,291,8.4,2444.4,17893726.0
9,17,2,15,7,0,30.22,45.86,607,8.7,5280.9,35841900.0
10,17,2,9,1,0,30.29,45.42,330,7.8,2574.0,18909616.0
19,22,3,7,1,0,30.26,45.36,471,7.7,3626.7,26733270.0
15,23,3,22,1,0,30.31,45.42,680,8.3,5644.0,35841900.0
10,18,2,17,1,0,30.4,45.36,456,9.2,4195.2,31168626.0
19,23,0,12,1,0,30.18,45.62,511,7.7,3934.7,28832726.0
8,17,2,17,1,0,30.29,45.49,319,7.8,2488.2,18190564.0
13,23,0,5,12,0,30.26,45.59,474,8.8,4171.2,30969546.0
22,23,3,18,12,0,30.14,45.75,668,8.7,5811.6,35841900.0
20,23,0,14,1,0,30.19,45.52,612,7.8,4773.6,35541264.0
12,23,3,13,1,0,30.43,45.09,466,8.9,4147.4,30561246.0
22,22,2,3,1,0,30.31,45.05,501,8.7,4358.7,32165238.0
8,18,1,15,7,0,30.21,45.45,376,8.8,3308.8,24680094.0
8,20,2,6,7,0,30.18,45.22,390,9.2,3588.0,26862368.0
10,18,3,3,1,0,30.06,45.45,359,8.9,3195.1,23867934.0
20,23,3,11,1,0,30.19,45.55,512,8.3,4249.6,31233974.0
11,23,2,14,1,0,30.11,45.48,627,8.3,5204.1,35841900.0
9,18,0,18,1,0,30.09,45.32,323,7.8,2519.4,18357248.0
18,23,0,11,1,0,30.11,45.48,370,8.5,3145.0,23172250.0
18,23,2,5,1,0,30.13,45.62,495,9.1,4504.5,33430952.0
18,23,3,8,1,0,29.91,45.82,432,8.4,3628.8,26740794.0
11,22,2,6,1,0,29.66,46.88,461,8.5,3918.5,28826824.0
21,22,1,14,1,0,29.39,48.08,490,8.3,4067.0,29786720.0
16,23,3,20,12,0,29.27,49.52,818,8.5,6953.0,35841900.0
18,23,0,13,1,0,29.16,50.12,386,8.9,3435.4,25284774.0
9,19,0,4,1,0,29.05,50.88,264,9.3,2455.2,18553176.0
17,22,1,8,1,0,28.77,54.62,403,8.1,3264.3,23999974.0
14,22,0,20,1,0,28.16,56.52,431,7.6,3275.6,24019658.0
9,18,3,8,7,0,27.88,58.42,535,8.3,4440.5,32887402.0
20,23,1,9,1,0,27.48,60.32,356,9.2,3275.2,24400944.0
17,22,1,19,12,0,27.14,61.59,743,7.7,5721.1,35841900.0
13,23,2,20,1,0,26.82,62.89,651,8.3,5403.3,35841900.0
13,22,1,5,1,0,26.54,63.69,281,7.7,2163.7,15367546.0
6,21,3,13,1,0,26.4,63.89,583,8.7,5072.1,35841900.0
8,17,3,22,1,0,26.23,64.05,595,8.1,4819.5,35725380.0
15,22,0,14,1,0,26.07,64.25,505,9.2,4646.0,34683664.0
21,22,0,18,1,0,25.97,64.05,579,8.4,4863.6,35841900.0
14,23,1,12,1,0,26.02,63.95,494,8.7,4297.8,31636522.0
16,22,2,3,1,0,26.16,63.92,489,9.2,4498.8,33471132.0
8,17,2,9,1,0,26.57,63.89,506,8.4,4250.4,31422470.0
16,23,1,6,1,0,26.45,64.69,503,8.1,4074.3,29876890.0
10,18,1,7,7,0,26.7,63.99,276,7.4,2042.4,14405748.0
6,23,0,12,1,0,26.86,58.45,410,9.1,3731.0,27477930.0
7,18,1,21,1,0,26.89,52.92,369,9.2,3394.8,25262266.0
6,17,1,10,7,0,27.09,51.65,506,9.3,4705.8,35309548.0
10,17,3,17,1,0,27.23,50.08,568,8.8,4998.4,35841900.0
14,23,3,21,1,0,27.0,50.18,764,9.2,7028.8,35841900.0
19,22,1,7,1,0,27.07,49.98,354,8.7,3079.8,22865836.0
13,23,1,22,1,0,27.04,49.38,620,7.9,4898.0,35841900.0
7,19,2,14,7,0,26.87,49.58,408,8.5,3468.0,25794156.0
23,22,0,9,1,0,26.75,49.68,557,9.1,5068.7,35841900.0
9,20,0,13,1,0,26.76,49.45,244,7.7,1878.8,13179758.0
7,18,3,11,1,0,26.64,49.48,473,8.8,4162.4,30813868.0
14,23,1,6,12,0,26.58,49.78,444,9.2,4084.8,30505612.0
23,23,1,12,12,0,26.49,49.92,773,8.5,6570.5,35841900.0
10,20,0,10,1,0,26.45,49.92,422,8.4,3544.8,26082914.0
17,23,0,9,1,0,26.45,48.25,580,8.2,4756.0,35317196.0
15,22,2,12,1,0,26.37,47.75,660,7.7,5082.0,35841900.0
8,22,1,18,1,0,26.16,48.42,379,8.1,3069.9,22675360.0
16,22,2,21,1,0,25.9,49.55,581,9.1,5287.1,35841900.0
20,22,3,21,1,0,25.77,49.68,562,7.4,4158.8,30686784.0
7,23,3,16,1,0,25.74,49.48,559,8.9,4975.1,35841900.0
13,23,0,5,1,0,25.67,50.05,484,8.2,3968.8,29133714.0
13,22,2,4,12,0,25.66,50.52,554,9.1,5041.4,35841900.0
11,23,0,15,1,0,25.66,51.35,544,7.6,4134.4,30447138.0
13,23,3,13,1,0,25.48,52.15,451,7.9,3562.9,26235032.0
16,22,0,15,1,0,25.26,52.28,496,8.9,4414.4,32688454.0
5,17,3,14,1,0,25.15,53.02,562,8.8,4945.6,35841900.0
22,23,2,7,1,0,24.81,54.55,629,9.1,5723.9,35841900.0
10,20,3,6,1,0,24.5,55.29,371,8.2,3042.2,22619610.0
5,20,2,8,1,0,24.31,56.45,377,7.4,2789.8,20649372.0
22,23,0,5,1,0,24.38,57.25,587,9.1,5341.7,35841900.0
9,17,0,22,1,0,24.48,57.52,398,8.9,3542.2,26175252.0
11,23,3,7,1,0,24.22,58.05,555,7.7,4273.5,31509418.0
9,20,0,8,1,0,24.17,57.55,452,7.6,3435.2,25329470.0
11,22,3,20,1,0,24.15,57.19,568,8.2,4657.6,34427570.0
9,17,3,22,1,0,23.98,59.12,565,8.4,4746.0,35232840.0
12,23,0,13,1,0,23.53,59.82,456,8.1,3693.6,27063774.0
8,21,3,17,1,0,23.43,60.25,473,7.9,3736.7,27511392.0
12,22,1,22,1,0,23.62,60.22,565,8.3,4689.5,34768030.0
7,18,2,20,1,0,23.64,59.42,413,9.3,3840.9,28566386.0
17,22,1,20,12,0,23.65,58.85,556,7.7,4281.2,31687034.0
19,22,0,15,12,0,23.55,59.25,521,8.1,4220.1,31251210.0
17,22,1,13,1,0,23.12,60.85,656,9.2,6035.2,35841900.0
9,22,0,14,1,0,22.98,61.22,511,8.7,4445.7,32893964.0
22,22,0,13,1,0,23.02,61.72,599,7.4,4432.6,32965054.0
12,22,0,7,12,0,23.14,62.09,607,7.9,4795.3,35736620.0
16,22,1,9,1,0,23.21,62.29,355,7.7,2733.5,20110296.0
16,23,1,13,1,0,23.38,63.12,594,8.2,4870.8,35841900.0
16,23,3,18,12,0,23.48,63.29,664,8.9,5909.6,35841900.0
17,23,3,14,1,0,23.21,62.35,680,7.8,5304.0,35841900.0
20,23,0,20,1,0,23.19,62.29,439,8.9,3907.1,28693072.0
20,22,2,19,1,0,23.35,62.02,580,8.5,4930.0,35841900.0
18,23,2,22,1,0,23.79,61.49,691,9.2,6357.2,35841900.0
9,20,1,7,1,0,24.36,61.09,470,9.1,4277.0,31748064.0
14,23,2,14,1,0,24.47,60.65,414,7.6,3146.4,23171364.0
7,17,0,7,1,0,24.69,61.52,285,7.4,2109.0,14696234.0
10,19,0,18,1,0,25.4,63.99,427,7.6,3245.2,23885676.0
7,18,2,3,1,0,26.02,68.59,198,8.8,1742.4,12684372.0
11,22,2,18,12,0,26.06,71.4,515,8.5,4377.5,32329092.0
18,22,2,20,1,0,25.92,73.3,694,7.8,5413.2,35841900.0
20,23,1,18,1,0,26.15,74.2,606,9.1,5514.6,35841900.0
6,17,3,18,1,0,26.42,73.4,457,8.3,3793.1,27971490.0
16,22,1,10,1,0,26.71,72.5,456,8.8,4012.8,29506162.0
8,22,2,21,1,0,26.93,71.5,500,8.5,4250.0,31223534.0
18,22,0,20,1,0,26.92,71.3,670,9.1,6097.0,35841900.0
9,20,0,15,1,0,27.02,71.3,378,9.2,3477.6,25751404.0
15,23,1,17,1,0,27.11,72.0,599,8.9,5331.1,35841900.0
5,19,1,7,1,0,27.06,72.9,456,9.1,4149.6,30762544.0
23,23,3,14,1,0,26.97,74.6,495,8.5,4207.5,30874700.0
16,22,2,10,1,0,26.92,74.8,415,8.2,3403.0,25022578.0
23,23,3,22,1,0,26.89,75.2,697,7.6,5297.2,35841900.0
7,21,0,10,1,0,26.88,75.7,431,8.4,3620.4,26632598.0
16,22,1,14,1,0,27.11,76.0,513,8.5,4360.5,32046442.0
21,22,2,20,1,0,27.14,74.2,570,7.8,4446.0,32717720.0
6,22,3,8,1,0,27.32,73.8,569,9.1,5177.9,35841900.0
13,23,1,10,1,0,27.38,73.5,396,8.1,3207.6,23592420.0
12,23,2,14,1,0,27.42,74.1,523,8.3,4340.9,31833530.0
21,23,3,6,1,0,27.51,73.2,675,7.8,5265.0,35841900.0
16,22,1,12,1,0,27.54,72.9,559,7.8,4360.2,32104700.0
10,21,3,9,1,0,27.49,73.1,567,8.4,4762.8,35257150.0
23,22,3,7,1,0,27.38,73.5,634,8.5,5389.0,35841900.0
17,22,3,22,1,0,27.17,74.8,612,9.1,5569.2,35841900.0
5,18,3,3,1,0,26.98,75.7,203,8.1,1644.3,12022088.0
7,22,0,5,1,0,26.85,75.7,375,8.1,3037.5,22402470.0
7,23,3,12,1,0,26.95,74.8,456,7.6,3465.6,25534242.0
20,23,3,18,1,0,27.05,73.8,577,8.7,5019.9,35841900.0
14,22,2,7,1,0,27.18,73.4,391,7.9,3088.9,22803622.0
11,23,2,3,1,0,27.02,73.8,544,7.9,4297.6,31623738.0
21,22,3,11,1,0,27.01,74.0,666,8.3,5527.8,35841900.0
13,22,0,3,1,0,27.1,73.8,482,9.2,4434.4,32987866.0
16,22,1,4,12,0,27.08,73.8,566,7.6,4301.6,31907424.0
20,23,1,16,1,0,26.89,75.0,680,8.5,5780.0,35841900.0
17,23,2,8,1,0,26.75,75.0,651,7.4,4817.4,35820904.0
6,17,3,3,7,0,26.76,74.7,420,8.8,3696.0,27566846.0
19,22,0,13,1,0,26.75,74.0,311,7.6,2363.6,16861472.0
17,23,2,18,12,0,26.77,74.0,772,9.2,7102.4,35841900.0
16,22,0,14,1,0,26.75,74.4,544,8.9,4841.6,35825372.0
10,20,3,22,1,0,26.76,74.7,465,8.9,4138.5,30508056.0
7,22,1,20,1,0,26.86,74.6,529,9.3,4919.7,35841900.0
13,22,3,3,1,0,26.93,74.3,299,8.2,2451.8,18031026.0
19,23,1,20,1,0,27.01,73.3,714,7.6,5426.4,35841900.0
14,22,0,9,1,0,27.25,71.7,481,8.1,3896.1,28550474.0
15,23,3,14,1,0,27.4,71.0,693,7.4,5128.2,35841900.0
8,22,0,14,1,0,27.51,69.43,485,8.1,3928.5,28789946.0
17,23,1,4,12,0,27.5,69.4,484,8.4,4065.6,30064994.0
17,23,0,8,1,0,27.59,69.57,346,8.7,3010.2,22348768.0
7,18,3,20,1,0,27.49,69.67,566,8.7,4924.2,35841900.0
21,22,0,5,1,0,27.46,69.83,435,7.6,3306.0,24234110.0
14,23,0,8,1,0,27.45,69.7,464,8.1,3758.4,27492656.0
10,17,2,4,1,0,27.46,69.67,442,8.8,3889.6,28782236.0
14,23,2,14,12,0,27.53,71.1,642,8.3,5328.6,35841900.0
11,23,1,17,1,0,27.31,71.6,428,8.9,3809.2,27990124.0
14,22,1,12,1,0,27.16,72.0,532,7.9,4202.8,30902556.0
14,22,3,9,1,0,27.29,72.1,575,7.7,4427.5,32661318.0
10,23,0,3,1,0,27.29,72.1,344,8.9,3061.6,22763512.0
5,22,0,22,7,0,27.18,72.8,511,8.2,4190.2,30843142.0
21,22,0,21,1,0,27.05,73.9,558,8.8,4910.4,35841900.0
21,22,0,20,1,0,26.82,75.2,620,8.7,5394.0,35841900.0
16,22,0,14,1,0,26.75,76.4,452,7.6,3435.2,25153742.0
15,23,2,20,1,0,26.63,77.3,626,8.7,5446.2,35841900.0
17,23,1,18,12,0,26.46,77.9,773,9.2,7111.6,35841900.0
10,18,1,20,1,0,26.36,77.9,354,7.7,2725.8,20100304.0
13,23,1,19,1,0,26.45,77.8,412,7.6,3131.2,23004306.0
8,22,0,12,1,0,26.43,77.5,329,7.9,2599.1,19063870.0
14,22,1,19,1,0,26.35,77.8,542,8.8,4769.6,35399264.0
11,23,1,19,12,0,26.29,77.9,696,8.4,5846.4,35841900.0
7,21,0,10,1,0,26.31,77.6,284,8.9,2527.6,18903464.0
8,17,2,3,1,0,26.37,77.8,433,8.7,3767.1,27863490.0
20,22,3,8,1,0,26.21,78.9,666,7.9,5261.4,35841900.0
11,23,3,10,1,0,26.11,79.6,509,9.2,4682.8,34824360.0
10,18,3,6,1,0,26.04,80.5,313,8.5,2660.5,19917250.0
22,22,3,18,1,0,25.85,81.5,617,8.9,5491.3,35841900.0
23,23,2,20,12,0,25.71,82.2,635,8.4,5334.0,35841900.0
16,23,1,16,12,0,25.62,82.8,644,8.4,5409.6,35841900.0
9,17,3,3,1,0,25.51,83.3,417,8.9,3711.3,27551274.0
11,22,0,12,1,0,25.41,83.8,304,8.7,2644.8,19734082.0
23,23,1,6,1,0,25.32,84.1,460,8.1,3726.0,27260968.0
16,23,0,22,1,0,25.24,84.4,675,8.9,6007.5,35841900.0
5,18,3,19,1,0,25.16,84.7,393,7.9,3104.7,23027468.0
13,23,0,15,1,0,25.16,84.9,541,8.1,4382.1,32195442.0
21,23,0,13,12,0,25.16,84.9,627,9.3,5831.1,35841900.0
16,23,2,11,1,0,25.22,85.1,406,8.5,3451.0,25396482.0
7,18,1,9,1,0,25.25,85.0,353,8.8,3106.4,23130890.0
12,22,0,18,12,0,25.25,85.1,639,8.3,5303.7,35841900.0
12,23,3,15,1,0,25.16,85.1,601,8.1,4868.1,35827590.0
22,22,3,16,12,0,25.06,85.3,731,7.8,5701.8,35841900.0
21,23,2,7,1,0,25.07,85.5,620,9.3,5766.0,35841900.0
11,22,3,10,1,0,25.03,85.5,468,9.1,4258.8,31489220.0
7,21,0,8,7,0,24.78,85.3,515,8.5,4377.5,32375346.0
14,22,2,10,1,0,24.54,85.5,378,9.3,3515.4,26210770.0
9,23,1,15,1,0,24.55,85.5,560,8.2,4592.0,33855390.0
19,23,1,9,1,0,24.75,85.7,577,8.5,4904.5,35841900.0
18,23,3,21,1,0,25.02,85.6,701,8.3,5818.3,35841900.0
7,20,2,21,1,0,25.15,85.0,491,8.5,4173.5,30667536.0
22,22,2,9,1,0,24.81,84.6,566,8.4,4754.4,35240444.0
23,23,1,10,1,0,24.68,84.7,660,8.7,5742.0,35841900.0
17,22,1,4,1,0,24.54,84.8,285,7.8,2223.0,15794712.0
6,20,1,6,7,0,24.55,85.0,304,8.9,2705.6,20554558.0
22,23,0,5,1,0,24.7,84.9,364,8.4,3057.6,22567678.0
10,19,0,7,1,0,24.85,84.8,221,8.3,1834.3,12855840.0
12,22,0,10,12,0,24.6,84.5,486,9.1,4422.6,32965790.0
11,23,3,16,1,0,24.49,84.4,622,9.1,5660.2,35841900.0
12,23,3,19,1,0,24.3,84.3,675,7.9,5332.5,35841900.0
19,22,2,22,1,0,24.12,84.8,700,8.4,5880.0,35841900.0
15,22,0,9,1,0,24.32,84.9,474,9.2,4360.8,32361108.0
13,23,2,6,12,0,24.54,85.2,669,7.6,5084.4,35841900.0
10,23,0,14,1,0,24.97,84.6,417,9.2,3836.4,28315204.0
12,23,2,20,1,0,25.12,84.2,570,8.2,4674.0,34488720.0
7,23,0,16,1,0,25.18,84.0,486,8.8,4276.8,31478164.0
9,18,3,3,7,0,24.98,85.0,528,8.2,4329.6,32022158.0
18,23,1,5,12,0,24.69,85.8,594,9.2,5464.8,35841900.0
20,22,2,18,1,0,24.56,86.5,519,8.8,4567.2,33692436.0
20,22,0,7,1,0,24.62,86.8,303,8.4,2545.2,18744560.0
9,18,1,21,1,0,24.61,87.1,376,7.6,2857.6,21115988.0
12,23,2,4,1,0,24.59,87.3,496,7.4,3670.4,27086092.0
11,23,1,6,1,0,24.57,87.5,435,7.6,3306.0,24329640.0
6,17,0,6,1,0,24.55,87.6,347,9.1,3157.7,23491174.0
17,22,0,12,12,0,24.53,87.9,586,8.7,5098.2,35841900.0
11,23,3,18,1,0,24.5,88.2,496,8.4,4166.4,30541808.0
23,22,1,14,1,0,24.46,88.3,693,9.1,6306.3,35841900.0
17,22,3,10,12,0,24.4,88.3,755,9.1,6870.5,35841900.0
19,23,1,5,12,0,24.31,88.4,623,8.9,5544.7,35841900.0
8,22,3,12,1,0,24.28,88.6,580,9.2,5336.0,35841900.0
6,18,1,13,7,0,24.29,88.7,302,8.2,2476.4,18343324.0
6,18,3,22,7,0,24.23,88.8,531,7.7,4088.7,30251814.0
12,22,0,17,1,0,23.82,89.3,448,7.8,3494.4,25578802.0
18,22,1,12,1,0,23.92,89.6,417,9.1,3794.7,27988690.0
5,22,2,10,1,0,24.19,89.5,530,8.1,4293.0,31561464.0
19,23,1,8,1,0,24.11,89.3,527,8.5,4479.5,33018264.0
23,23,2,20,1,0,24.12,89.4,742,9.3,6900.6,35841900.0
12,22,0,3,12,0,24.16,89.3,368,7.8,2870.4,21433400.0
21,23,3,21,1,0,24.14,89.3,682,8.4,5728.8,35841900.0
23,22,3,16,1,0,24.14,89.4,599,7.7,4612.3,34127856.0
12,22,1,14,1,0,24.15,89.4,434,8.5,3689.0,27083994.0
18,22,0,4,1,0,24.16,89.4,536,8.5,4556.0,33678636.0
9,23,0,18,1,0,24.25,89.5,515,8.4,4326.0,31734148.0
7,20,1,8,1,0,24.3,89.3,298,8.2,2443.6,17902384.0
8,17,2,10,1,0,24.32,89.3,296,8.4,2486.4,18384798.0
9,21,1,13,1,0,24.36,89.3,425,7.4,3145.0,23203832.0
17,23,1,9,1,0,24.48,89.2,499,8.5,4241.5,31202046.0
7,18,3,6,1,0,24.6,88.9,278,8.7,2418.6,18028088.0
15,22,0,6,1,0,24.71,88.6,495,7.9,3910.5,28684494.0
11,23,2,6,1,0,24.81,88.5,408,8.2,3345.6,24651390.0
9,22,0,10,1,0,24.91,88.0,322,7.8,2511.6,18296568.0
19,22,2,22,1,0,25.16,87.7,664,7.6,5046.4,35841900.0
16,22,2,15,1,0,25.38,87.1,603,7.9,4763.7,35336100.0
13,22,2,8,1,0,25.4,86.5,378,8.4,3175.2,23493354.0
12,23,3,22,1,0,25.48,86.0,599,7.8,4672.2,34535120.0
20,22,2,7,1,0,25.61,85.9,439,8.8,3863.2,28463238.0
12,22,1,8,1,0,25.78,84.9,336,8.4,2822.4,20982828.0
18,22,3,20,1,0,26.06,83.8,699,8.9,6221.1,35841900.0
5,18,2,20,7,0,26.42,81.7,623,8.3,5170.9,35841900.0
14,23,1,9,12,0,26.81,80.4,510,7.6,3876.0,28694734.0
22,23,0,10,12,0,26.94,77.8,518,7.7,3988.6,29450646.0
12,23,0,21,12,0,27.08,76.5,635,8.8,5588.0,35841900.0
21,22,1,17,1,0,27.37,75.5,480,7.4,3552.0,26038696.0
15,22,1,14,1,0,27.7,73.6,546,7.7,4204.2,30938820.0
7,18,3,21,1,0,28.07,71.8,438,8.7,3810.6,28115378.0
12,23,1,17,12,0,28.67,68.46,544,8.2,4460.8,32947566.0
15,22,1,19,1,0,28.91,64.99,571,8.1,4625.1,34181284.0
7,22,2,7,1,0,29.36,62.39,288,7.6,2188.8,15662084.0
11,23,3,10,1,0,29.7,58.65,379,8.5,3221.5,23864626.0
7,17,0,14,7,0,29.97,58.39,294,9.3,2734.2,20926686.0
15,23,1,11,12,0,29.85,60.02,513,9.3,4770.9,35733044.0
19,23,1,19,12,0,29.63,59.32,748,9.1,6806.8,35841900.0
13,22,0,14,12,0,29.74,59.49,644,7.6,4894.4,35841900.0
8,17,3,14,1,0,29.49,60.52,544,9.2,5004.8,35841900.0
9,18,3,16,1,0,29.41,60.99,577,8.7,5019.9,35841900.0
18,23,1,7,1,0,29.25,62.15,533,8.9,4743.7,35264840.0
17,22,1,14,12,0,29.09,62.72,699,9.1,6360.9,35841900.0
22,23,2,3,1,0,29.12,62.25,639,8.3,5303.7,35841900.0
11,23,2,5,1,0,29.39,59.76,341,7.8,2659.8,19591408.0
9,18,0,16,1,0,29.74,59.55,323,8.1,2616.3,19249430.0
