Fan,Refrigerator,AirConditioner,Television,Monitor,MotorPump,Temperature,Humidity,MonthlyHours,TariffRate,ElectricityBill
18,22,0,19,1,0,16.99,90.3,498,7.9,3934.2
7,22,0,20,1,0,16.85,90.3,344,7.9,2717.6
9,23,2,11,7,0,16.82,90.4,518,8.7,4506.6
22,23,0,13,1,0,16.98,90.7,623,9.3,5793.9
19,23,3,10,1,0,17.01,90.6,713,8.5,6060.5
22,23,2,13,1,0,17,90.5,474,8.1,3839.4
14,23,3,18,12,0,16.95,90.4,736,8.1,5961.6
11,23,3,5,12,0,16.98,90.3,646,9.1,5878.6
21,22,1,17,12,0,16.98,90.2,788,8.5,6698
20,22,0,20,1,0,16.97,90.1,487,9.1,4431.7
19,23,3,17,1,0,16.99,90.2,768,7.6,5836.8
18,22,1,20,1,0,16.93,89.9,727,7.4,5379.8
18,23,1,19,1,0,16.88,90,714,9.3,6640.2
6,19,3,11,1,0,16.86,90,417,8.8,3669.6
6,20,3,9,7,0,16.88,90.2,479,9.2,4406.8
23,23,3,15,1,0,16.9,89.9,741,7.9,5853.9
15,22,2,10,1,0,16.75,89.6,580,8.5,4930
5,23,2,8,1,0,16.62,89.6,400,8.2,3280
5,23,0,11,1,0,16.57,89.7,408,8.4,3427.2
5,17,0,11,1,0,16.62,89.7,249,9.3,2315.7
15,23,0,3,1,0,16.71,89.7,320,7.9,2528
8,23,1,19,1,0,16.54,89.2,518,7.6,3936.8
22,23,0,14,1,0,16.43,89.4,439,9.2,4038.8
8,17,3,17,1,0,16.47,89.5,594,8.7,5167.8
7,23,3,21,1,0,16.6,89.4,513,9.2,4719.6
20,22,2,4,1,0,16.86,89.7,380,8.4,3192
5,17,0,18,1,0,17.11,89.7,425,9.2,3910
7,23,2,11,1,0,17.19,89,478,8.9,4254.2
10,22,3,17,1,0,17.4,88.6,713,8.7,6203.1
13,22,2,4,1,0,17.52,88.4,510,7.8,3978
10,19,3,5,1,0,17.75,88.1,405,9.2,3726
10,20,1,17,1,0,18.06,87.9,534,8.2,4378.8
11,22,3,7,1,0,18.36,87.3,459,8.5,3901.5
10,17,3,9,1,0,18.94,87.6,457,8.5,3884.5
22,22,3,22,1,0,19.37,85.9,719,8.8,6327.2
9,18,1,18,1,0,19.75,85.1,509,7.6,3868.4
7,17,1,18,7,0,20.09,83.5,538,7.6,4088.8
8,18,1,3,7,0,20.31,81.8,433,8.1,3507.3
5,19,2,6,7,0,20.61,79.5,358,8.8,3150.4
17,23,1,20,1,0,21.11,75.1,626,8.3,5195.8
15,23,2,3,1,0,21.37,70,540,7.9,4266
21,23,0,12,1,0,21.74,65.2,580,7.4,4292
22,23,2,22,1,0,21.93,61.53,626,8.3,5195.8
13,22,3,18,12,0,22.15,60.4,681,9.1,6197.1
17,23,1,4,1,0,22.37,62.4,411,8.9,3657.9
6,21,1,15,7,0,22.21,63.7,595,8.3,4938.5
19,23,3,14,1,0,22.38,64.1,703,7.8,5483.4
18,23,1,20,1,0,22.21,64.6,710,7.9,5609
17,23,0,4,1,0,22.15,65.2,461,8.5,3918.5
22,23,3,10,1,0,22.06,65.7,501,8.9,4458.9
13,23,2,21,1,0,22.11,66.5,651,8.2,5338.2
5,18,2,20,1,0,22.09,67.24,402,8.3,3336.6
9,17,0,19,1,0,21.85,66.77,478,8.7,4158.6
6,17,1,19,1,0,21.81,67.47,328,8.1,2656.8
20,22,2,4,1,0,22.25,67.54,565,9.2,5198
6,20,1,16,1,0,22.21,66.37,557,8.5,4734.5
15,23,3,11,1,0,21.96,67.47,618,9.3,5747.4
5,18,0,22,7,0,22.05,68.6,404,7.4,2989.6
21,23,1,21,1,0,21.96,69.27,559,8.9,4975.1
16,23,2,6,1,0,22.2,68.77,452,8.1,3661.2
20,22,0,17,1,0,21.95,68.74,506,8.2,4149.2
16,23,3,11,1,0,21.82,68.83,630,9.2,5796
14,22,3,3,1,0,21.92,69.17,332,8.5,2822
23,23,0,16,1,0,21.89,68.9,565,8.4,4746
12,22,1,8,12,0,21.9,68.9,424,7.8,3307.2
12,22,2,13,1,0,21.78,68.97,502,8.3,4166.6
18,22,1,17,1,0,21.65,69.33,584,7.7,4496.8
17,22,2,7,1,0,21.68,69.73,606,9.3,5635.8
6,20,0,4,1,0,21.58,70.7,435,9.2,4002
11,23,1,19,12,0,21.52,72.2,603,9.3,5607.9
6,21,1,21,1,0,21.49,72.4,583,9.1,5305.3
19,22,3,19,1,0,21.48,72.7,752,8.7,6542.4
10,22,3,17,7,0,21.5,72.9,671,8.9,5971.9
9,21,2,5,1,0,21.39,73.4,358,7.6,2720.8
17,23,1,7,1,0,21.61,73.2,408,7.6,3100.8
17,22,2,12,1,0,21.38,73.7,404,8.8,3555.2
23,22,3,15,1,0,21.41,73.6,694,8.7,6037.8
20,22,3,20,1,0,21.51,73.4,556,9.2,5115.2
17,22,1,16,1,0,21.46,73.3,502,7.4,3714.8
19,23,1,20,1,0,21.34,74.3,524,8.1,4244.4
17,22,1,20,1,0,21.29,74.5,459,8.9,4085.1
7,19,0,11,1,0,21.22,75.1,342,7.8,2667.6
11,23,3,7,1,0,21.13,75.9,547,9.3,5087.1
17,23,3,11,1,0,21.03,76.5,675,8.8,5940
13,22,0,11,1,0,20.99,77.1,305,8.1,2470.5
22,23,3,12,1,0,20.93,77.5,585,7.6,4446
10,23,0,20,1,0,20.86,78.3,454,8.4,3813.6
11,23,3,11,1,0,20.79,79,573,8.4,4813.2
17,22,3,12,1,0,20.72,79.5,444,8.1,3596.4
8,18,2,22,1,0,20.64,80.2,406,8.2,3329.2
11,23,3,3,1,0,20.62,80.6,404,8.4,3393.6
18,23,2,9,1,0,20.62,81,390,8.9,3471
15,23,1,12,12,0,20.58,81.7,559,8.3,4639.7
17,22,2,16,1,0,20.57,82.2,433,8.3,3593.9
6,18,1,10,7,0,20.55,82.7,436,8.8,3836.8
15,23,3,4,12,0,20.51,83.1,551,7.9,4352.9
21,22,3,10,1,0,20.44,83.4,486,8.3,4033.8
15,22,0,14,1,0,20.43,83.5,625,7.7,4812.5
14,22,2,10,1,0,20.43,83.5,496,7.7,3819.2
5,20,3,17,1,0,20.43,83.2,481,8.7,4184.7
7,18,0,11,1,0,20.45,82.9,440,8.8,3872
21,22,0,15,1,0,20.37,82.3,476,7.8,3712.8
19,22,2,10,1,0,20.36,81.3,435,7.9,3436.5
8,22,0,22,1,0,20.42,79.7,511,8.4,4292.4
13,22,0,22,1,0,20.41,78.3,571,8.2,4682.2
7,18,0,3,7,0,20.35,77.5,371,9.1,3376.1
16,22,1,6,12,0,20.27,77.3,490,9.1,4459
22,23,1,19,1,0,20.25,77.3,645,8.7,5611.5
8,19,1,8,1,0,20.27,77.7,244,8.9,2171.6
5,18,2,12,1,0,20.27,78.2,425,7.9,3357.5
5,20,3,9,1,0,20.26,78.7,370,8.2,3034
15,23,3,9,12,0,20.23,79.2,711,8.5,6043.5
15,22,1,6,1,0,20.22,79.5,411,9.3,3822.3
15,23,0,17,1,0,20.15,79.7,577,9.1,5250.7
16,23,1,16,1,0,20.16,79.9,637,8.1,5159.7
7,19,3,8,1,0,20.09,80.2,538,7.9,4250.2
21,22,2,16,1,0,20.02,80.2,410,9.2,3772
22,22,2,14,1,0,19.86,80.6,670,8.3,5561
15,22,1,11,1,0,19.78,80.5,517,7.9,4084.3
6,21,0,22,1,0,19.78,80.1,369,8.5,3136.5
11,22,2,11,1,0,19.77,79.6,363,8.9,3230.7
11,23,1,13,1,0,19.86,78.9,442,7.6,3359.2
14,22,0,5,1,0,19.97,78,464,8.1,3758.4
9,20,0,18,1,0,20.01,77.8,563,9.2,5179.6
13,23,0,6,1,0,20.02,78,517,8.4,4342.8
15,23,0,8,1,0,20.02,78.4,367,7.6,2789.2
10,22,3,15,7,0,19.98,79.9,650,9.1,5915
15,22,3,7,1,0,19.77,81.3,640,9.2,5888
13,23,2,10,1,0,19.58,82,478,8.3,3967.4
9,21,1,4,1,0,19.38,82,373,7.6,2834.8
19,22,3,14,12,0,19.51,81.7,771,7.8,6013.8
7,19,0,18,1,0,19.41,82.3,524,8.3,4349.2
5,21,3,6,1,0,18.7,82.2,512,8.3,4249.6
12,22,0,12,1,0,18.57,82.2,509,8.9,4530.1
20,23,3,13,1,0,18.53,82.3,639,8.9,5687.1
20,23,2,12,12,0,18.5,82.6,684,8.8,6019.2
22,22,1,8,1,0,18.54,82.5,440,8.5,3740
22,22,1,16,1,0,18.63,82.3,633,7.4,4684.2
7,20,3,10,1,0,18.69,82.3,547,7.6,4157.2
9,18,1,22,1,0,18.64,81.9,374,8.1,3029.4
20,22,1,11,1,0,18.59,81.7,485,8.2,3977
8,19,1,16,1,0,18.59,81.6,365,8.4,3066
10,19,0,5,7,0,18.57,81.7,293,9.1,2666.3
18,23,0,21,1,0,18.81,81.5,694,9.2,6384.8
5,17,2,17,1,0,18.72,81,329,9.1,2993.9
10,22,0,5,1,0,18.65,80.7,317,7.6,2409.2
8,20,0,15,7,0,18.7,80.6,476,8.4,3998.4
8,18,0,21,7,0,18.9,79.9,429,7.7,3303.3
6,23,3,10,1,0,19.02,79.8,448,8.1,3628.8
23,23,2,18,1,0,19.12,79.7,514,7.9,4060.6
18,22,1,7,12,0,19.17,79.6,493,8.8,4338.4
10,17,2,3,1,0,18.73,79.1,361,8.8,3176.8
16,23,2,20,1,0,18.68,80,661,7.8,5155.8
23,22,1,17,1,0,18.58,81,556,8.5,4726
21,23,0,6,1,0,18.43,82,484,9.2,4452.8
19,23,2,12,1,0,18.65,83.8,467,8.3,3876.1
14,23,1,5,12,0,19.15,83.8,621,8.9,5526.9
19,23,0,21,12,0,19.23,83.9,642,8.9,5713.8
12,23,1,19,1,0,19.3,83.9,412,8.8,3625.6
17,22,2,15,1,0,19.31,84.2,569,8.5,4836.5
8,18,3,3,7,0,19.16,84.7,433,9.3,4026.9
22,22,1,21,1,0,18.99,85.6,669,8.4,5619.6
5,17,3,11,1,0,18.95,85.9,528,8.2,4329.6
16,22,0,7,12,0,18.12,86.2,581,9.3,5403.3
21,23,3,22,1,0,17.91,86.5,577,9.3,5366.1
22,22,1,17,1,0,18.19,86.8,491,9.2,4517.2
20,22,2,19,12,0,18.36,86.6,809,7.4,5986.6
10,17,3,4,1,0,18.47,86.9,368,7.8,2870.4
5,23,1,5,7,0,18.54,86.7,528,8.5,4488
11,22,0,21,1,0,18.76,86.3,633,8.2,5190.6
22,23,0,19,1,0,19.01,86.5,673,7.9,5316.7
9,18,0,4,7,0,18.96,86.5,321,8.9,2856.9
7,22,0,12,1,0,18.99,86.6,422,7.8,3291.6
16,23,1,11,1,0,18.94,86.4,495,7.7,3811.5
21,23,1,16,12,0,19.07,86.4,696,7.6,5289.6
8,18,0,3,1,0,19.23,86.4,370,7.4,2738
23,22,3,7,1,0,19.29,86.5,487,8.9,4334.3
14,22,3,15,12,0,19.31,86.6,634,7.4,4691.6
6,20,3,5,1,0,19.32,86.7,287,7.8,2238.6
13,23,0,20,12,0,19.34,86.9,712,9.1,6479.2
23,22,1,15,1,0,19.37,87,605,7.9,4779.5
16,23,2,20,1,0,19.39,87.1,606,8.9,5393.4
20,23,1,3,1,0,19.46,87.2,534,9.1,4859.4
13,23,0,5,1,0,19.53,87.3,528,8.4,4435.2
15,22,2,14,1,0,19.64,87.4,483,9.2,4443.6
23,22,1,13,1,0,19.71,87.5,670,7.4,4958
23,22,2,10,1,0,19.8,87.6,665,8.5,5652.5
18,22,3,19,1,0,19.71,87.4,709,9.3,6593.7
8,18,3,3,1,0,19.75,87.4,380,8.9,3382
20,23,1,7,1,0,19.79,86.3,374,8.5,3179
20,23,1,10,1,0,20.01,85.2,431,7.6,3275.6
9,19,3,3,1,0,20.1,84,402,8.8,3537.6
10,17,1,9,7,0,20.18,82.9,337,8.9,2999.3
13,23,2,21,1,0,20.36,81.3,746,9.3,6937.8
21,23,0,20,1,0,20.5,80.1,568,7.6,4316.8
14,22,0,4,1,0,20.66,79.3,417,9.2,3836.4
14,23,0,3,12,0,20.91,79.4,526,8.1,4260.6
13,23,2,20,1,0,20.87,77.9,701,8.8,6168.8
9,23,2,10,1,0,20.87,77,539,9.2,4958.8
11,22,0,15,1,0,20.9,76,448,8.8,3942.4
5,20,3,18,7,0,21.02,75.3,524,7.9,4139.6
17,23,0,13,1,0,21.19,75.1,377,7.9,2978.3
12,23,3,12,1,0,21.15,74.3,397,9.1,3612.7
15,22,2,10,12,0,21.18,72.7,502,9.3,4668.6
14,22,1,16,1,0,21.36,72.1,457,7.6,3473.2
10,23,2,13,7,0,21.4,71.8,572,8.1,4633.2
17,23,1,7,12,0,21.35,71.7,650,9.3,6045
22,23,3,5,1,0,21.12,71.6,633,8.7,5507.1
13,22,1,15,1,0,21.09,70.8,611,8.2,5010.2
11,23,0,5,1,0,21.2,70.7,387,7.4,2863.8
22,23,3,11,12,0,21.19,70.3,623,7.4,4610.2
7,22,2,10,1,0,21.21,70,471,8.8,4144.8
23,23,3,3,1,0,21.26,69.77,604,7.6,4590.4
18,23,3,5,1,0,21.42,69.6,535,8.4,4494
10,18,1,13,1,0,21.57,69.64,351,9.3,3264.3
10,22,0,22,1,0,21.69,68.67,408,8.3,3386.4
15,23,3,11,1,0,21.77,68.64,449,8.9,3996.1
19,23,3,22,1,0,21.63,68.67,766,8.3,6357.8
9,19,2,13,1,0,21.51,68.8,420,8.3,3486
8,19,1,18,1,0,21.45,69.37,510,7.8,3978
6,18,3,12,1,0,21.36,70.2,434,8.4,3645.6
6,22,1,21,7,0,21.22,71,604,8.2,4952.8
17,23,1,9,1,0,21.16,71.8,559,8.1,4527.9
13,23,1,8,1,0,21.12,72.3,488,7.4,3611.2
15,22,0,15,1,0,21.06,72.7,515,8.4,4326
15,22,2,12,1,0,21,73.5,532,7.9,4202.8
19,22,3,3,1,0,20.89,73.9,467,7.6,3549.2
6,19,3,4,1,0,20.84,74.3,509,8.3,4224.7
23,22,3,17,1,0,20.83,74.9,521,9.2,4793.2
16,22,1,3,12,0,20.78,75.3,400,8.5,3400
7,19,1,12,1,0,20.72,75.4,358,7.8,2792.4
13,23,1,4,1,0,20.73,75.6,300,8.8,2640
8,19,2,13,1,0,20.73,75.8,573,8.8,5042.4
17,22,2,15,1,0,20.7,76.1,590,7.4,4366
14,22,1,19,1,0,20.67,76.5,415,9.2,3818
19,23,2,20,12,0,20.66,76.7,535,8.4,4494
9,18,1,19,1,0,20.63,76.9,488,8.5,4148
22,23,2,5,1,0,20.62,77.2,633,8.3,5253.9
6,21,3,7,1,0,20.6,77.5,388,8.5,3298
5,23,0,19,1,0,20.56,77.9,553,8.1,4479.3
10,21,3,9,1,0,20.54,78.3,446,7.9,3523.4
23,23,1,8,12,0,20.51,78.4,674,9.2,6200.8
23,23,2,22,12,0,20.48,78.6,678,7.7,5220.6
22,23,3,21,1,0,20.14,79.5,805,8.8,7084
21,22,3,14,1,0,19.8,80.3,569,7.7,4381.3
10,21,2,9,1,0,19.57,80.7,441,7.8,3439.8
21,22,1,5,1,0,19.49,81.4,379,7.4,2804.6
15,22,0,18,1,0,19.72,82.2,606,8.1,4908.6
6,19,0,9,1,0,20.18,81.4,397,8.3,3295.1
14,23,2,22,1,0,20.3,80.4,708,7.4,5239.2
10,21,1,18,1,0,20.35,79.8,460,9.2,4232
9,18,3,12,1,0,20.32,79.3,541,8.5,4598.5
15,22,3,21,1,0,20.28,79.1,716,8.2,5871.2
18,23,0,14,1,0,20.2,78.9,535,8.5,4547.5
18,22,1,9,1,0,20.23,78.2,527,8.7,4584.9
17,23,2,16,1,0,20.17,78,458,8.7,3984.6
6,20,1,7,1,0,20.15,77.8,330,8.5,2805
7,18,0,16,7,0,20.12,77.8,415,8.9,3693.5
17,23,0,19,1,0,20.06,78,624,8.7,5428.8
15,22,1,11,1,0,20.06,78.2,404,8.1,3272.4
12,22,3,3,12,0,20,78.3,523,8.8,4602.4
5,19,3,14,1,0,19.51,80.4,450,7.4,3330
7,20,1,3,1,0,19.72,80.6,376,8.7,3271.2
12,22,3,3,12,0,19.76,80.8,686,9.3,6379.8
13,22,0,4,1,0,19.85,81,375,9.2,3450
10,19,2,22,7,0,19.88,81,452,7.9,3570.8
20,23,0,13,1,0,19.94,81.2,479,8.9,4263.1
9,17,1,8,1,0,19.9,81.7,401,8.9,3568.9
7,22,1,18,7,0,19.77,82.5,393,8.9,3497.7
13,22,0,3,1,0,19.61,82.8,367,8.7,3192.9
14,22,3,11,12,0,19.33,82.9,768,8.8,6758.4
10,18,3,12,1,0,19.29,83.1,330,9.3,3069
11,22,3,21,1,0,19.33,83,546,7.4,4040.4
20,22,2,18,1,0,19.45,82.3,558,9.2,5133.6
19,23,0,5,1,0,19.5,81.4,502,8.4,4216.8
21,23,0,8,1,0,19.43,80.9,548,7.8,4274.4
21,22,2,17,1,0,19.34,80.8,509,8.5,4326.5
7,21,1,7,1,0,19.26,80.6,468,8.3,3884.4
19,22,0,14,1,0,19.18,80.3,502,7.8,3915.6
6,20,3,18,1,0,18.7,81.2,659,8.2,5403.8
16,23,0,11,1,0,18.52,82.9,610,8.4,5124
21,23,0,5,1,0,18.95,82.9,476,8.4,3998.4
13,23,2,12,1,0,19.12,81.8,441,9.3,4101.3
21,23,1,12,12,0,19.16,80.7,706,8.5,6001
5,22,2,14,1,0,19.13,80,408,7.9,3223.2
14,23,3,12,12,0,19,80.1,567,7.8,4422.6
9,19,2,19,1,0,18.6,80.5,511,8.4,4292.4
14,22,0,9,1,0,18.3,81.2,302,9.2,2778.4
18,23,2,21,1,0,17.98,81.3,759,9.2,6982.8
23,23,1,3,1,0,18.02,81.4,539,8.2,4419.8
18,23,2,6,1,0,18.03,81.7,444,8.1,3596.4
10,18,1,16,7,0,17.99,81.5,365,8.9,3248.5
19,22,2,10,1,0,17.5,81.6,455,9.3,4231.5
12,23,2,21,1,0,17.36,81.5,488,8.8,4294.4
9,22,0,15,1,0,17.25,81,401,8.3,3328.3
16,23,2,3,1,0,17.2,80.1,321,8.8,2824.8
19,22,1,22,1,0,16.96,78.8,677,8.2,5551.4
21,23,3,7,1,0,16.93,78.7,642,8.1,5200.2
15,23,2,12,1,0,17.09,78,524,8.1,4244.4
13,22,3,20,1,0,17.14,77.8,524,8.4,4401.6
16,23,0,22,1,0,17.12,79,682,8.4,5728.8
12,22,0,13,1,0,17.13,80.5,392,9.3,3645.6
5,18,3,19,1,0,16.99,82,394,9.1,3585.4
20,22,1,4,12,0,16.96,83.5,421,7.4,3115.4
21,23,1,18,1,0,17.03,84.2,642,8.9,5713.8
14,23,2,12,1,0,17.01,84.6,421,8.2,3452.2
21,22,1,16,1,0,17.06,85,658,8.7,5724.6
10,20,1,13,1,0,17.16,85.3,401,7.9,3167.9
14,22,3,14,1,0,17.13,85.1,591,9.3,5496.3
8,17,2,3,1,0,17.19,85.9,458,9.1,4167.8
6,20,1,8,7,0,17.52,86.1,541,8.7,4706.7
21,22,1,20,12,0,17.45,86.3,609,7.4,4506.6
9,22,2,22,1,0,17.32,86.9,623,8.3,5170.9
18,22,2,3,1,0,17.44,87.1,566,8.9,5037.4
21,22,1,4,1,0,17.5,87.3,595,8.4,4998
10,17,1,3,1,0,17.77,87.6,273,8.3,2265.9
16,22,2,15,1,0,18.12,87.4,451,8.2,3698.2
8,21,2,6,1,0,18.36,86.7,268,7.4,1983.2
5,21,0,17,1,0,18.82,85.4,299,7.7,2302.3
23,22,1,3,1,0,19.36,83.9,413,8.8,3634.4
16,23,3,16,1,0,19.64,81.4,726,7.7,5590.2
15,22,0,14,1,0,19.87,79.5,476,8.2,3903.2
11,22,2,9,1,0,20.12,78.4,409,8.5,3476.5
7,20,2,9,1,0,20.31,77.9,302,7.8,2355.6
13,23,2,22,1,0,20.43,76,576,8.3,4780.8
9,19,2,15,1,0,20.42,75,442,7.7,3403.4
23,22,2,22,1,0,20.61,73.7,654,7.8,5101.2
18,22,2,18,1,0,20.67,73.1,731,8.3,6067.3
10,18,1,14,7,0,20.72,71.4,423,9.3,3933.9
22,22,3,18,1,0,20.65,72.1,561,8.7,4880.7
19,23,3,8,1,0,20.58,73.8,677,7.7,5212.9
20,22,0,12,1,0,20.44,75.1,439,7.6,3336.4
21,22,3,12,1,0,20.37,76.3,545,7.8,4251
11,22,1,18,12,0,20.32,76.9,533,8.8,4690.4
19,23,0,20,1,0,20.53,76.8,465,8.5,3952.5
9,21,2,3,1,0,20.78,75.8,531,8.4,4460.4
13,22,1,4,1,0,20.92,74.8,478,8.3,3967.4
18,22,2,4,12,0,21.06,73.7,658,8.5,5593
22,23,3,16,1,0,21.31,72.2,659,9.3,6128.7
11,22,1,20,1,0,21.31,71.1,627,8.1,5078.7
23,22,3,8,12,0,21.5,71.8,574,8.2,4706.8
9,23,2,7,1,0,21.43,71.6,392,7.6,2979.2
17,23,2,18,12,0,21.48,71.9,822,7.8,6411.6
20,23,0,9,1,0,21.68,72.4,402,7.6,3055.2
22,23,3,14,1,0,21.54,70.4,658,9.2,6053.6
5,18,3,21,1,0,21.58,68.88,558,8.1,4519.8
5,20,1,22,1,0,21.74,66.38,435,8.7,3784.5
18,22,2,18,1,0,21.68,64.24,575,7.7,4427.5
21,23,1,21,1,0,21.84,63.21,660,8.9,5874
7,23,2,4,1,0,22.12,61.64,365,7.4,2701
17,23,3,11,1,0,22.21,61.14,514,8.8,4523.2
19,23,3,6,1,0,22.23,60.67,469,8.1,3798.9
21,22,2,7,1,0,21.88,62.17,393,7.9,3104.7
21,22,3,19,1,0,21.54,63.64,530,8.2,4346
10,22,2,16,1,0,21.54,64.27,446,8.2,3657.2
5,17,1,7,1,0,21.47,64.51,190,7.7,1463
16,23,0,19,1,0,21.57,64.18,513,8.4,4309.2
20,22,1,7,12,0,21.61,64.01,455,9.2,4186
13,23,0,9,1,0,21.53,64.21,406,8.8,3572.8
7,19,2,9,1,0,21.42,66.14,299,7.9,2362.1
18,23,2,14,1,0,21.34,66.71,459,7.9,3626.1
22,22,3,7,12,0,21.29,67.11,667,9.3,6203.1
15,22,0,21,12,0,21.31,66.84,496,8.8,4364.8
7,17,1,9,1,0,21.41,65.74,383,8.3,3178.9
7,22,1,19,1,0,21.36,66.34,535,7.8,4173
18,22,0,16,1,0,21.23,66.14,602,8.2,4936.4
14,23,1,12,12,0,21.13,64.17,709,8.3,5884.7
10,20,3,20,1,0,21.08,63.94,447,8.2,3665.4
14,23,3,18,1,0,21.06,64.7,570,8.7,4959
15,22,1,14,12,0,21.07,65.2,514,7.8,4009.2
12,22,0,22,1,0,21.09,65.64,606,7.7,4666.2
13,23,2,4,12,0,21.12,65.5,468,7.4,3463.2
18,22,2,9,1,0,21.17,65.7,480,9.1,4368
19,23,1,15,1,0,21.17,66.51,635,8.9,5651.5
20,22,2,10,1,0,21.1,67.47,534,9.3,4966.2
9,22,3,18,1,0,21.03,68.54,666,8.9,5927.4
22,23,3,17,1,0,20.97,71.2,565,8.4,4746
17,23,0,12,1,0,20.76,72.7,459,8.2,3763.8
5,22,1,12,1,0,20.66,73.8,564,8.3,4681.2
6,20,2,19,1,0,20.63,74.4,583,7.8,4547.4
18,22,2,16,1,0,20.58,74.4,525,8.4,4410
19,23,3,3,1,0,20.56,74.5,549,8.3,4556.7
20,23,1,8,1,0,20.5,74.9,419,7.7,3226.3
11,22,2,11,1,0,20.44,75.6,358,7.8,2792.4
10,17,2,21,1,0,20.34,76.6,365,8.2,2993
18,23,0,5,12,0,20.29,77.1,473,7.8,3689.4
11,22,0,12,1,0,20.26,77.3,450,7.6,3420
15,22,2,3,12,0,20.25,77.6,541,8.1,4382.1
20,22,2,19,12,0,20.2,77.9,624,8.3,5179.2
17,22,1,4,1,0,20.14,77.9,320,7.4,2368
17,23,1,16,12,0,20.12,78.4,613,8.9,5455.7
9,22,3,15,7,0,20.05,79.1,620,9.3,5766
19,22,0,7,12,0,19.98,79.5,423,9.2,3891.6
17,22,3,21,1,0,19.95,79.7,682,8.7,5933.4
11,22,0,3,1,0,19.99,79.9,448,7.6,3404.8
18,23,2,20,1,0,19.96,79.9,710,8.1,5751
16,22,3,9,1,0,20,79,622,8.3,5162.6
11,22,0,12,1,0,20.16,78.1,320,7.9,2528
5,22,2,3,1,0,20.13,78.3,439,8.5,3731.5
14,23,0,8,1,0,20.09,78.3,533,8.2,4370.6
5,21,1,6,7,0,20.06,78.4,345,9.3,3208.5
16,22,2,9,1,0,20.05,78.4,402,7.4,2974.8
16,22,1,14,1,0,20.12,78.4,471,8.9,4191.9
18,22,1,11,1,0,20.12,78.5,494,8.9,4396.6
20,23,3,9,12,0,20.13,78.8,593,8.7,5159.1
5,18,1,9,1,0,20.14,79.2,478,8.3,3967.4
20,23,0,9,1,0,20.13,79.4,615,8.5,5227.5
23,22,3,9,12,0,19.94,79.8,647,8.4,5434.8
20,23,3,9,1,0,19.87,80.6,611,8.9,5437.9
15,22,0,7,1,0,19.9,81,511,9.2,4701.2
11,22,1,22,12,0,19.79,81.1,535,7.8,4173
13,22,3,19,1,0,19.49,81.4,558,9.1,5077.8
17,22,1,3,1,0,19.28,82,460,8.1,3726
11,23,1,14,1,0,19.09,82.9,439,7.9,3468.1
18,22,1,18,1,0,18.89,83.7,545,7.7,4196.5
10,22,1,15,1,0,18.76,84.4,381,8.5,3238.5
9,18,0,18,1,0,18.77,84.6,466,9.3,4333.8
18,22,3,16,1,0,18.74,85.1,612,8.4,5140.8
23,23,1,16,1,0,18.71,85.5,679,7.8,5296.2
9,18,3,22,1,0,18.58,85.9,556,8.3,4614.8
23,22,2,3,1,0,18.54,86.2,578,9.1,5259.8
7,20,1,7,1,0,18.37,86.8,307,8.4,2578.8
19,23,2,7,1,0,18.23,87.1,626,9.2,5759.2
5,19,0,4,1,0,18.2,87.4,394,8.7,3427.8
22,22,2,5,1,0,18.15,87.6,480,9.2,4416
12,23,0,7,1,0,18.1,88,319,7.7,2456.3
18,23,3,14,1,0,18.06,88.1,580,7.4,4292
10,19,2,19,1,0,18.03,88.3,419,7.8,3268.2
23,23,0,20,1,0,18.01,88.4,500,8.3,4150
20,22,3,22,1,0,18.05,88.6,537,9.3,4994.1
14,22,3,3,12,0,18.05,88.7,625,9.2,5750
5,21,2,5,1,0,18.03,88.8,427,8.4,3586.8
8,18,3,4,7,0,17.98,88.9,555,7.4,4107
9,22,2,5,1,0,17.95,89,521,7.4,3855.4
17,23,2,18,1,0,18.01,89.1,513,8.5,4360.5
18,22,2,8,1,0,17.99,89.2,385,8.9,3426.5
11,23,0,20,1,0,18,89.3,443,8.5,3765.5
6,20,3,4,1,0,18.07,89.5,505,7.8,3939
7,22,3,19,1,0,18.21,89.5,488,7.8,3806.4
7,19,2,11,7,0,18.28,89.5,602,7.6,4575.2
12,23,0,5,1,0,18.21,89.7,351,7.8,2737.8
6,19,2,11,1,0,18.14,90,417,8.8,3669.6
20,23,1,9,1,0,18.15,90.1,613,9.2,5639.6
5,20,0,21,1,0,18.11,90.3,351,8.8,3088.8
23,23,2,6,1,0,18.06,90.6,633,8.7,5507.1
18,22,3,3,12,0,17.95,90.6,513,8.9,4565.7
17,22,1,22,1,0,17.95,90.9,524,8.3,4349.2
13,23,1,8,1,0,17.97,90.8,493,7.4,3648.2
5,23,0,4,1,0,18,91,440,7.4,3256
22,23,3,3,12,0,17.97,91.1,726,8.3,6025.8
16,22,3,9,1,0,18,91,621,8.2,5092.2
8,23,1,17,1,0,17.99,91,442,8.4,3712.8
22,22,3,19,12,0,18.04,91.1,765,7.8,5967
7,23,3,12,1,0,18.05,91.1,632,8.9,5624.8
17,22,2,22,1,0,18.04,91.1,705,8.1,5710.5
23,23,3,8,12,0,18.05,91.2,730,8.4,6132
22,23,3,20,12,0,18.1,91.2,863,8.2,7076.6
12,23,2,10,1,0,18.12,91.3,556,8.2,4559.2
